Sembol,Alis_Tarihi,Satis_Tarihi,Alis_Fiyati,Satis_Fiyati,Sonuc,Net_PNL,Kasa_Etkisi
HOLX,2025-07-28,2025-08-13,65.69,68.98,KAR (TP),497.84,110864.08
HOLX,2025-08-14,2025-09-10,68.06,65.51,ZARAR (SL),-377.67,110483.42
HOLX,2025-10-16,2025-10-21,68.5,73.98,KAR (TP),797.0,111277.42
DVA,2024-01-26,2024-02-12,107.17,114.3,KAR (TP),662.3,111935.21
DVA,2024-04-29,2024-05-23,138.14,132.25,ZARAR (SL),-429.38,111502.84
DVA,2024-06-07,2024-06-28,143.18,138.57,ZARAR (SL),-324.97,111174.86
DVA,2024-08-02,2024-08-07,139.52,133.98,ZARAR (SL),-400.08,110771.79
DVA,2024-08-20,2024-09-12,147.58,157.64,KAR (TP),678.66,111447.45
DVA,2024-09-17,2024-10-02,164.22,159.11,ZARAR (SL),-314.17,111130.28
DVA,2024-10-15,2024-10-25,164.57,156.99,ZARAR (SL),-463.59,110663.69
DVA,2025-01-13,2025-01-17,157.06,166.24,KAR (TP),581.49,111242.18
DVA,2025-02-06,2025-02-14,172.07,157.42,ZARAR (SL),-854.4,110384.78
DVA,2025-04-04,2025-04-08,149.49,143.92,ZARAR (SL),-375.6,110006.18
DVA,2025-05-19,2025-05-22,144.96,138.52,ZARAR (SL),-447.26,109555.92
DVA,2025-06-26,2025-07-23,141.09,151.32,KAR (TP),722.07,110274.99
DVA,2025-07-24,2025-07-31,144.77,140.37,ZARAR (SL),-306.93,109965.06
DVA,2025-09-04,2025-09-15,135.56,130.95,ZARAR (SL),-343.07,109618.99
WAT,2024-02-02,2024-02-28,320.74,337.68,KAR (TP),525.15,110141.14
WAT,2024-02-29,2024-03-07,337.42,361.0,KAR (TP),695.83,110833.97
WAT,2024-03-14,2024-04-12,343.57,322.66,ZARAR (SL),-611.61,110219.36
WAT,2024-05-23,2024-05-30,336.79,307.62,ZARAR (SL),-869.12,109347.25
WAT,2024-07-11,2024-07-16,301.48,316.73,KAR (TP),502.84,109847.08
WAT,2024-07-22,2024-07-30,307.22,327.66,KAR (TP),662.32,110506.4
WAT,2024-08-05,2024-08-30,328.83,346.35,KAR (TP),529.8,111033.2
WAT,2024-09-20,2024-09-26,336.56,355.68,KAR (TP),565.1,111595.3
WAT,2024-10-16,2024-10-22,353.97,339.43,ZARAR (SL),-413.77,111178.53
WAT,2024-11-01,2024-11-15,387.21,358.46,ZARAR (SL),-745.49,110430.04
WAT,2024-11-25,2024-12-18,378.16,360.43,ZARAR (SL),-471.85,109955.19
WAT,2025-05-05,2025-05-12,348.38,366.67,KAR (TP),522.0,110474.2
WAT,2025-05-14,2025-07-14,345.38,304.18,ZARAR (SL),-1195.89,109275.31
WAT,2025-08-29,2025-09-03,301.8,290.06,ZARAR (SL),-392.0,108880.31
WAT,2025-09-17,2025-09-24,303.68,292.65,ZARAR (SL),-366.21,108511.1
WAT,2025-10-09,2025-10-21,330.45,349.23,KAR (TP),565.32,109073.41
WAT,2025-11-03,2025-11-04,345.59,367.34,KAR (TP),626.36,109696.77
WAT,2025-12-04,2025-12-16,396.37,378.53,ZARAR (SL),-453.08,109240.69
RGEN,2024-01-26,2024-02-08,193.4,203.99,KAR (TP),544.57,109782.26
RGEN,2024-02-20,2024-02-22,199.73,193.4,ZARAR (SL),-319.93,109459.33
RGEN,2024-05-14,2024-05-21,172.48,166.9,ZARAR (SL),-326.52,109129.81
RGEN,2024-07-17,2024-07-18,132.31,127.63,ZARAR (SL),-356.71,108770.1
RGEN,2024-07-29,2024-07-30,138.0,160.59,KAR (TP),1633.96,110401.05
RGEN,2024-09-26,2024-10-03,147.18,139.04,ZARAR (SL),-556.06,109841.99
RGEN,2024-10-15,2024-10-16,144.98,138.17,ZARAR (SL),-472.72,109366.27
RGEN,2024-11-12,2024-11-14,148.59,142.43,ZARAR (SL),-417.56,108945.71
RGEN,2024-12-16,2024-12-18,160.92,147.34,ZARAR (SL),-846.9,108095.81
RGEN,2025-01-03,2025-01-13,149.9,158.44,KAR (TP),566.71,108659.52
RGEN,2025-01-29,2025-02-03,169.4,159.87,ZARAR (SL),-565.57,108090.95
RGEN,2025-07-29,2025-07-31,125.3,117.07,ZARAR (SL),-659.82,107428.12
RGEN,2025-08-28,2025-09-03,122.17,116.18,ZARAR (SL),-493.3,106931.82
RGEN,2025-09-19,2025-09-30,122.3,133.67,KAR (TP),926.68,107855.51
RGEN,2025-10-21,2025-10-23,156.75,165.2,KAR (TP),536.07,108388.58
RGEN,2025-10-27,2025-10-28,161.1,151.57,ZARAR (SL),-594.56,107791.02
RGEN,2025-11-11,2025-11-21,153.44,162.51,KAR (TP),588.11,108376.13
RGEN,2025-11-24,2025-12-08,167.26,160.81,ZARAR (SL),-388.63,107984.51
IQV,2024-02-09,2024-02-14,218.2,243.47,KAR (TP),1155.11,109136.62
IQV,2024-03-15,2024-04-03,252.71,242.98,ZARAR (SL),-388.03,108745.59
IQV,2024-05-15,2024-05-22,233.69,226.03,ZARAR (SL),-330.78,108411.81
IQV,2024-07-25,2024-07-30,232.29,245.57,KAR (TP),568.7,108977.51
IQV,2024-07-31,2024-08-05,246.23,233.65,ZARAR (SL),-513.9,108460.6
IQV,2024-08-20,2024-09-10,246.94,235.2,ZARAR (SL),-478.42,107979.18
IQV,2025-01-21,2025-01-29,205.69,198.07,ZARAR (SL),-373.46,107602.72
IQV,2025-05-07,2025-05-14,153.3,141.82,ZARAR (SL),-751.86,106847.86
IQV,2025-06-10,2025-06-17,159.77,154.1,ZARAR (SL),-357.89,106486.98
IQV,2025-06-30,2025-07-10,157.59,165.53,KAR (TP),500.84,106984.82
IQV,2025-07-17,2025-07-22,163.25,187.38,KAR (TP),1475.1,108456.92
IQV,2025-08-05,2025-08-06,183.93,177.49,ZARAR (SL),-353.13,108100.79
IQV,2025-09-11,2025-09-24,190.69,181.24,ZARAR (SL),-498.57,107599.22
IQV,2025-10-06,2025-10-10,205.02,198.17,ZARAR (SL),-337.11,107259.1
IQV,2025-10-21,2025-11-04,218.67,210.96,ZARAR (SL),-355.59,106900.52
IQV,2025-12-02,2025-12-09,225.63,218.06,ZARAR (SL),-338.51,106559.01
REGN,2024-01-31,2024-02-27,937.58,987.87,KAR (TP),533.39,107089.4
REGN,2024-02-29,2024-04-04,960.76,931.85,ZARAR (SL),-303.9,106782.5
REGN,2024-05-02,2024-05-14,932.44,979.21,KAR (TP),498.59,107278.1
REGN,2024-05-31,2024-06-14,974.75,1030.8,KAR (TP),572.01,107847.1
REGN,2024-07-31,2024-08-13,1073.24,1151.94,KAR (TP),730.33,108574.43
REGN,2024-08-29,2024-09-06,1172.43,1125.26,ZARAR (SL),-405.31,108166.12
REGN,2025-02-05,2025-02-10,712.77,686.55,ZARAR (SL),-370.79,107792.33
REGN,2025-02-25,2025-02-28,720.4,695.78,ZARAR (SL),-344.82,107444.51
REGN,2025-03-11,2025-03-12,715.12,686.58,ZARAR (SL),-402.07,107039.43
REGN,2025-07-16,2025-08-15,546.41,578.8,KAR (TP),589.78,107626.21
REGN,2025-08-20,2025-08-25,590.27,571.66,ZARAR (SL),-318.22,107304.98
REGN,2025-09-18,2025-09-23,597.96,567.18,ZARAR (SL),-517.77,106784.21
REGN,2025-10-03,2025-10-08,599.25,563.15,ZARAR (SL),-605.33,106175.88
REGN,2025-10-27,2025-10-28,584.58,653.66,KAR (TP),1178.77,107351.64
REGN,2025-11-19,2025-11-20,701.87,737.0,KAR (TP),497.52,107846.16
REGN,2025-12-03,2025-12-09,723.67,692.58,ZARAR (SL),-432.62,107410.55
EW,2024-01-31,2024-02-02,78.47,86.09,KAR (TP),968.07,108374.12
EW,2024-02-26,2024-03-07,86.15,93.81,KAR (TP),886.15,109257.27
EW,2024-03-08,2024-04-15,92.14,89.2,ZARAR (SL),-322.08,108932.19
EW,2024-05-15,2024-05-28,90.16,87.04,ZARAR (SL),-349.05,108580.14
EW,2024-06-07,2024-06-27,88.14,93.34,KAR (TP),586.97,109164.11
EW,2024-06-28,2024-07-15,92.37,89.5,ZARAR (SL),-313.71,108847.4
EW,2024-08-29,2024-09-05,70.12,66.02,ZARAR (SL),-587.71,108256.69
EW,2024-09-16,2024-09-17,69.36,67.23,ZARAR (SL),-310.09,107943.59
EW,2024-10-08,2024-11-04,68.54,66.47,ZARAR (SL),-305.01,107635.58
EW,2024-12-02,2024-12-04,70.53,74.2,KAR (TP),517.35,108149.92
EW,2024-12-10,2025-01-13,73.39,71.09,ZARAR (SL),-316.39,107830.53
EW,2025-02-12,2025-02-21,75.82,73.3,ZARAR (SL),-335.37,107492.16
EW,2025-03-05,2025-03-07,72.85,70.33,ZARAR (SL),-348.92,107140.25
EW,2025-04-24,2025-07-25,75.13,80.0,KAR (TP),645.21,107782.46
EW,2025-07-28,2025-09-15,78.49,76.05,ZARAR (SL),-313.87,107465.59
EW,2025-10-22,2025-10-27,76.84,80.82,KAR (TP),514.96,107977.55
TECH,2024-02-29,2024-03-14,72.93,70.6,ZARAR (SL),-322.42,107650.63
TECH,2024-05-01,2024-05-03,72.82,76.61,KAR (TP),518.37,108166.0
TECH,2024-07-29,2024-08-07,79.1,70.41,ZARAR (SL),-1101.85,107061.16
TECH,2024-09-10,2024-09-19,73.29,79.82,KAR (TP),888.84,107947.0
TECH,2024-09-20,2024-09-25,77.78,74.45,ZARAR (SL),-430.84,107513.16
TECH,2024-11-01,2024-11-14,74.81,72.13,ZARAR (SL),-360.72,107149.44
TECH,2025-01-06,2025-01-21,73.83,78.3,KAR (TP),603.06,107749.5
TECH,2025-01-23,2025-01-28,76.48,74.18,ZARAR (SL),-303.35,107443.15
TECH,2025-05-09,2025-05-12,49.72,53.66,KAR (TP),789.95,108230.1
TECH,2025-06-25,2025-07-21,51.74,50.13,ZARAR (SL),-315.2,107911.9
TECH,2025-07-31,2025-08-06,54.57,49.73,ZARAR (SL),-891.0,107017.91
TECH,2025-09-30,2025-10-01,55.56,59.84,KAR (TP),768.17,107783.07
DGX,2024-03-06,2024-04-01,122.59,130.17,KAR (TP),615.5,108395.57
DGX,2024-04-02,2024-04-16,127.77,123.77,ZARAR (SL),-315.88,108076.69
DGX,2024-04-29,2024-07-16,135.51,145.12,KAR (TP),706.52,108780.21
DGX,2024-07-24,2024-08-16,140.54,147.84,KAR (TP),516.07,109293.29
DGX,2024-09-05,2024-10-07,150.62,144.17,ZARAR (SL),-431.07,108859.21
DGX,2024-10-22,2024-12-16,154.55,149.82,ZARAR (SL),-309.09,108547.12
DGX,2025-01-21,2025-01-30,150.55,161.91,KAR (TP),751.67,109295.79
DGX,2025-01-31,2025-02-19,160.86,169.39,KAR (TP),527.35,109820.14
DGX,2025-03-04,2025-03-11,172.6,165.84,ZARAR (SL),-394.98,109422.16
DGX,2025-04-22,2025-06-16,171.3,180.45,KAR (TP),531.02,109950.18
DGX,2025-06-20,2025-07-08,177.83,171.74,ZARAR (SL),-345.55,109601.63
DGX,2025-08-22,2025-09-30,179.43,189.74,KAR (TP),571.27,110169.89
DGX,2025-10-15,2025-10-22,187.35,181.17,ZARAR (SL),-332.86,109834.03
DGX,2025-11-10,2025-12-16,184.31,178.66,ZARAR (SL),-309.55,109521.48
INCY,2024-03-11,2024-03-13,60.79,58.92,ZARAR (SL),-310.62,109207.86
INCY,2024-06-03,2024-06-13,58.8,62.69,KAR (TP),658.56,109863.43
INCY,2024-07-31,2024-08-05,65.07,62.0,ZARAR (SL),-474.8,109385.63
INCY,2024-09-04,2024-09-06,64.33,61.26,ZARAR (SL),-480.23,108902.4
INCY,2024-09-16,2024-09-23,66.41,64.12,ZARAR (SL),-347.83,108551.57
INCY,2024-11-15,2024-11-19,75.87,70.56,ZARAR (SL),-702.88,107845.69
INCY,2025-01-21,2025-02-10,73.47,68.3,ZARAR (SL),-706.69,107136.0
INCY,2025-02-25,2025-03-03,74.4,70.26,ZARAR (SL),-559.45,106573.55
INCY,2025-04-30,2025-05-06,62.66,59.61,ZARAR (SL),-489.75,106080.8
INCY,2025-05-20,2025-06-06,65.3,68.77,KAR (TP),528.39,106606.19
INCY,2025-06-11,2025-07-29,68.85,77.38,KAR (TP),1235.93,107839.12
INCY,2025-07-30,2025-07-31,77.55,74.89,ZARAR (SL),-346.0,107490.11
INCY,2025-09-02,2025-09-12,85.98,83.1,ZARAR (SL),-337.96,107149.15
INCY,2025-10-02,2025-10-24,86.28,91.28,KAR (TP),576.51,107722.66
INCY,2025-10-27,2025-10-29,93.08,90.18,ZARAR (SL),-314.56,107405.1
CRL,2024-02-09,2024-02-14,222.22,245.12,KAR (TP),1027.51,108428.11
CRL,2024-02-16,2024-03-01,244.96,264.38,KAR (TP),789.78,109214.89
CRL,2024-03-15,2024-03-21,258.97,273.43,KAR (TP),555.37,109767.26
CRL,2024-03-28,2024-04-02,270.95,261.82,ZARAR (SL),-339.96,109424.29
CRL,2024-07-11,2024-07-16,210.88,227.31,KAR (TP),776.12,110197.41
CRL,2024-07-19,2024-07-26,218.24,233.47,KAR (TP),694.86,110889.26
CRL,2024-08-02,2024-08-05,233.6,226.4,ZARAR (SL),-311.22,110575.04
CRL,2024-09-16,2024-09-25,203.73,192.9,ZARAR (SL),-534.59,110037.46
CRL,2024-11-05,2024-11-06,188.68,214.2,KAR (TP),1349.55,111384.01
CRL,2024-11-07,2024-11-14,210.29,196.9,ZARAR (SL),-639.74,110741.27
CRL,2025-02-24,2025-02-27,170.51,164.88,ZARAR (SL),-333.19,110405.09
CRL,2025-06-16,2025-06-17,151.03,145.05,ZARAR (SL),-398.95,110003.14
CRL,2025-07-01,2025-07-10,154.4,163.66,KAR (TP),596.74,110596.88
CRL,2025-07-17,2025-07-21,156.7,149.79,ZARAR (SL),-443.97,110149.91
CRL,2025-08-05,2025-08-06,167.49,150.33,ZARAR (SL),-1027.54,109119.37
CRL,2025-09-08,2025-09-10,162.0,153.27,ZARAR (SL),-541.89,108574.48
CRL,2025-10-01,2025-10-20,170.48,184.14,KAR (TP),798.27,109369.75
CRL,2025-10-21,2025-10-29,188.26,180.15,ZARAR (SL),-433.79,108932.96
PG,2024-02-29,2024-05-09,152.04,159.86,KAR (TP),511.16,109441.13
PG,2024-06-04,2024-07-31,160.79,155.71,ZARAR (SL),-319.34,109118.79
PG,2024-08-15,2024-09-10,162.64,172.2,KAR (TP),584.78,109700.57
PG,2024-09-11,2024-10-07,168.45,161.87,ZARAR (SL),-393.98,109303.59
PG,2024-11-18,2024-11-26,166.35,174.69,KAR (TP),498.32,109798.91
PG,2025-01-27,2025-02-14,166.3,159.66,ZARAR (SL),-402.03,109393.87
PG,2025-02-24,2025-03-25,167.16,159.63,ZARAR (SL),-453.92,108936.95
PG,2025-06-02,2025-06-09,165.48,160.33,ZARAR (SL),-314.12,108619.83
PG,2025-08-18,2025-10-06,154.64,149.37,ZARAR (SL),-344.0,108272.84
PG,2025-10-23,2025-11-05,151.15,145.79,ZARAR (SL),-357.81,107912.03
KO,2024-01-30,2024-05-07,56.46,59.49,KAR (TP),534.71,108443.74
KO,2024-05-31,2024-07-24,59.79,63.01,KAR (TP),535.79,108976.53
KO,2024-07-25,2024-08-20,63.26,66.43,KAR (TP),497.98,109471.51
KO,2024-09-05,2024-10-23,68.14,65.56,ZARAR (SL),-381.49,109087.02
KO,2024-12-17,2025-01-06,61.58,59.07,ZARAR (SL),-411.52,108672.5
KO,2025-01-27,2025-02-11,62.04,65.66,KAR (TP),581.0,109250.5
KO,2025-03-04,2025-04-03,68.18,71.61,KAR (TP),499.93,109747.43
KO,2025-04-09,2025-04-22,68.45,72.31,KAR (TP),561.69,110306.12
KO,2025-04-30,2025-05-12,70.99,68.04,ZARAR (SL),-419.26,109883.85
KO,2025-05-30,2025-06-18,70.55,68.2,ZARAR (SL),-335.58,109545.27
KO,2025-07-01,2025-07-09,70.63,68.47,ZARAR (SL),-308.57,109233.71
KO,2025-08-07,2025-09-04,69.41,67.26,ZARAR (SL),-312.53,108918.18
KO,2025-10-10,2025-10-21,66.57,70.72,KAR (TP),620.51,109535.69
PEP,2024-02-05,2024-03-05,159.25,152.13,ZARAR (SL),-450.19,109080.99
PEP,2024-03-18,2024-05-13,160.79,169.84,KAR (TP),559.89,109637.88
PEP,2024-05-23,2024-05-28,168.31,162.78,ZARAR (SL),-331.55,109303.32
PEP,2024-07-12,2024-08-01,157.44,165.56,KAR (TP),512.69,109813.01
PEP,2024-08-05,2024-10-07,164.69,159.43,ZARAR (SL),-322.28,109487.73
PEP,2024-10-21,2024-10-29,166.86,159.7,ZARAR (SL),-432.12,109052.61
PEP,2025-01-27,2025-02-04,148.67,137.98,ZARAR (SL),-722.23,108327.38
PEP,2025-02-21,2025-03-20,147.6,142.75,ZARAR (SL),-331.92,107992.46
PEP,2025-06-10,2025-07-17,129.29,142.64,KAR (TP),1029.39,109018.85
PEP,2025-07-28,2025-08-13,138.84,146.47,KAR (TP),546.55,109562.4
PEP,2025-08-15,2025-09-08,147.5,140.34,ZARAR (SL),-488.62,109070.78
PEP,2025-10-09,2025-10-16,143.31,151.19,KAR (TP),547.06,109614.85
PEP,2025-12-10,2025-12-23,149.7,143.68,ZARAR (SL),-405.14,109206.71
WMT,2024-01-31,2024-02-20,53.91,57.38,KAR (TP),639.06,109842.77
WMT,2024-02-23,2024-03-20,57.28,60.15,KAR (TP),499.15,110338.92
WMT,2024-05-07,2024-05-16,59.54,63.08,KAR (TP),592.77,110928.69
WMT,2024-06-07,2024-07-05,64.93,69.03,KAR (TP),628.45,111554.14
WMT,2024-07-11,2024-08-05,68.79,66.61,ZARAR (SL),-319.62,111231.52
WMT,2024-08-15,2024-08-30,72.12,76.33,KAR (TP),580.51,111809.03
WMT,2024-09-17,2024-10-23,77.68,82.3,KAR (TP),591.15,112397.18
WMT,2024-10-31,2024-11-19,80.99,85.59,KAR (TP),564.42,112958.6
WMT,2024-12-18,2024-12-23,92.66,89.49,ZARAR (SL),-345.06,112610.54
WMT,2025-04-09,2025-04-14,88.99,94.09,KAR (TP),569.55,113177.08
WMT,2025-05-12,2025-08-06,96.33,102.91,KAR (TP),680.2,113854.29
WMT,2025-08-13,2025-08-22,100.55,96.63,ZARAR (SL),-392.53,113458.76
WMT,2025-09-19,2025-10-15,102.12,108.81,KAR (TP),651.74,114107.5
WMT,2025-12-19,2025-12-23,114.36,110.9,ZARAR (SL),-305.55,113798.95
COST,2024-02-02,2024-02-26,702.73,738.26,KAR (TP),502.58,114298.53
COST,2024-02-29,2024-03-07,736.81,778.12,KAR (TP),557.57,114853.1
COST,2024-04-30,2024-05-07,717.17,765.2,KAR (TP),666.66,115516.76
COST,2024-05-31,2024-06-14,803.47,848.89,KAR (TP),562.26,116076.02
COST,2024-06-28,2024-07-25,843.26,809.48,ZARAR (SL),-403.48,115669.55
COST,2024-08-30,2024-11-08,886.57,938.9,KAR (TP),587.27,116253.81
COST,2024-11-11,2024-12-03,928.04,977.05,KAR (TP),525.15,116775.96
COST,2024-12-12,2024-12-19,983.26,949.84,ZARAR (SL),-342.85,116430.12
COST,2025-01-28,2025-02-04,953.69,1016.56,KAR (TP),656.14,117083.26
COST,2025-02-20,2025-03-07,1030.6,960.36,ZARAR (SL),-684.46,116395.79
COST,2025-04-09,2025-05-05,961.24,1012.05,KAR (TP),525.62,116918.42
COST,2025-05-13,2025-06-02,996.24,1053.9,KAR (TP),575.76,117491.18
COST,2025-08-08,2025-08-25,979.59,940.25,ZARAR (SL),-404.64,117083.54
COST,2025-11-04,2025-11-18,940.74,895.08,ZARAR (SL),-488.36,116592.18
HD,2024-01-31,2024-02-22,336.14,353.65,KAR (TP),517.74,117106.92
HD,2024-03-13,2024-04-02,363.09,347.77,ZARAR (SL),-424.91,116679.01
HD,2024-05-09,2024-05-21,332.86,322.05,ZARAR (SL),-327.95,116348.06
HD,2024-06-12,2024-07-03,331.99,321.86,ZARAR (SL),-308.11,116036.95
HD,2024-07-24,2024-07-31,337.95,355.17,KAR (TP),506.55,116540.5
HD,2024-08-01,2024-08-07,345.92,330.31,ZARAR (SL),-454.23,116083.27
HD,2024-08-21,2024-09-19,357.38,378.85,KAR (TP),597.63,116677.9
HD,2024-11-21,2024-11-29,398.37,418.69,KAR (TP),507.17,117182.07
HD,2024-12-09,2024-12-12,418.74,404.34,ZARAR (SL),-346.91,116832.16
HD,2025-01-17,2025-02-19,399.42,385.81,ZARAR (SL),-343.76,116485.4
HD,2025-05-20,2025-05-23,370.21,356.13,ZARAR (SL),-383.32,116099.08
HD,2025-06-03,2025-06-13,366.31,350.39,ZARAR (SL),-437.65,115658.43
HD,2025-06-27,2025-07-16,364.3,353.1,ZARAR (SL),-310.53,115344.89
HD,2025-07-28,2025-08-13,372.69,402.28,KAR (TP),790.94,116132.84
HD,2025-08-15,2025-09-05,394.57,416.26,KAR (TP),546.52,116676.36
HD,2025-09-12,2025-09-24,419.97,407.14,ZARAR (SL),-308.66,116364.7
MCD,2024-02-01,2024-02-05,284.39,272.84,ZARAR (SL),-409.26,115952.43
MCD,2024-02-29,2024-03-13,280.45,271.41,ZARAR (SL),-325.3,115624.14
MCD,2024-05-10,2024-05-21,263.87,255.11,ZARAR (SL),-335.0,115286.13
MCD,2024-06-24,2024-07-01,251.46,241.43,ZARAR (SL),-402.03,114881.1
MCD,2024-07-11,2024-08-01,246.07,259.54,KAR (TP),544.49,115422.59
MCD,2024-08-05,2024-08-19,259.25,277.7,KAR (TP),708.49,116128.08
MCD,2024-09-09,2024-10-14,282.95,300.97,KAR (TP),633.82,116758.9
MCD,2024-12-03,2025-01-10,287.79,275.88,ZARAR (SL),-416.92,116338.98
MCD,2025-02-18,2025-03-07,297.88,315.78,KAR (TP),597.83,116933.81
MCD,2025-03-10,2025-03-11,311.81,301.5,ZARAR (SL),-333.65,116597.15
MCD,2025-03-31,2025-04-04,307.01,294.96,ZARAR (SL),-395.48,116198.67
MCD,2025-04-30,2025-05-13,314.17,303.4,ZARAR (SL),-345.87,115849.8
MCD,2025-07-31,2025-09-02,296.6,313.88,KAR (TP),579.62,116426.41
MCD,2025-11-05,2025-12-18,303.85,319.65,KAR (TP),517.11,116940.52
NKE,2024-02-07,2024-03-04,99.7,95.96,ZARAR (SL),-378.22,116557.81
NKE,2024-05-30,2024-06-28,90.09,72.94,ZARAR (SL),-1906.21,114648.6
NKE,2024-09-04,2024-09-10,78.76,75.91,ZARAR (SL),-364.64,114280.96
NKE,2024-09-20,2024-10-02,84.1,80.78,ZARAR (SL),-398.28,113879.67
NKE,2024-11-25,2024-12-27,77.05,74.67,ZARAR (SL),-312.1,113564.57
NKE,2025-01-31,2025-02-05,75.13,72.86,ZARAR (SL),-305.99,113255.58
NKE,2025-02-18,2025-02-25,75.81,79.84,KAR (TP),529.29,113781.87
NKE,2025-02-26,2025-03-04,79.31,75.93,ZARAR (SL),-429.1,113349.77
NKE,2025-05-12,2025-05-21,61.45,58.9,ZARAR (SL),-418.47,112928.3
NKE,2025-06-10,2025-06-13,63.14,59.84,ZARAR (SL),-525.94,112399.36
NKE,2025-06-26,2025-06-27,61.82,71.21,KAR (TP),1516.03,113912.39
NKE,2025-06-30,2025-07-02,70.22,75.51,KAR (TP),750.1,114659.48
NKE,2025-07-28,2025-07-30,78.33,75.8,ZARAR (SL),-326.07,114330.41
NKE,2025-08-13,2025-09-02,76.31,73.82,ZARAR (SL),-329.93,113997.48
NKE,2025-12-10,2025-12-19,65.79,58.71,ZARAR (SL),-1079.15,112915.33
LOW,2024-02-01,2024-02-23,212.94,224.86,KAR (TP),556.87,113469.2
LOW,2024-03-26,2024-04-03,243.1,232.73,ZARAR (SL),-429.38,113036.82
LOW,2024-05-13,2024-05-21,226.34,218.45,ZARAR (SL),-351.53,112682.29
LOW,2024-06-21,2024-06-25,222.08,211.06,ZARAR (SL),-499.08,112180.21
LOW,2024-07-12,2024-07-31,227.41,239.67,KAR (TP),536.15,112713.36
LOW,2024-08-05,2024-08-23,231.38,244.12,KAR (TP),547.59,113257.95
LOW,2024-08-26,2024-09-24,244.54,259.71,KAR (TP),617.36,113872.31
LOW,2024-10-21,2024-10-29,270.26,257.81,ZARAR (SL),-463.71,113405.59
LOW,2024-11-25,2024-12-12,269.91,258.33,ZARAR (SL),-432.32,112970.28
LOW,2025-05-07,2025-06-16,221.24,213.89,ZARAR (SL),-335.42,112631.85
LOW,2025-07-01,2025-07-15,226.32,212.83,ZARAR (SL),-599.13,112029.72
LOW,2025-07-28,2025-08-12,228.86,243.67,KAR (TP),643.98,112670.7
LOW,2025-09-17,2025-09-23,266.64,258.54,ZARAR (SL),-306.79,112360.91
TGT,2024-02-01,2024-02-23,134.33,141.94,KAR (TP),563.54,112919.96
TGT,2024-02-26,2024-03-05,140.7,157.97,KAR (TP),1224.44,114141.4
TGT,2024-03-13,2024-03-28,156.18,166.05,KAR (TP),629.39,114767.78
TGT,2024-07-08,2024-08-02,140.32,131.31,ZARAR (SL),-645.15,114119.64
TGT,2024-08-21,2024-08-29,151.43,145.88,ZARAR (SL),-369.09,113747.55
TGT,2024-10-11,2024-10-21,150.67,143.5,ZARAR (SL),-479.46,113265.09
TGT,2024-11-18,2024-11-20,148.87,116.58,ZARAR (SL),-2172.12,111089.96
TGT,2025-01-08,2025-01-16,132.38,127.62,ZARAR (SL),-362.57,110724.39
TGT,2025-01-27,2025-01-31,136.48,132.08,ZARAR (SL),-325.1,110396.29
TGT,2025-05-12,2025-05-14,97.63,93.06,ZARAR (SL),-471.04,109922.24
TGT,2025-06-10,2025-06-13,98.45,93.17,ZARAR (SL),-538.87,109380.37
TGT,2025-06-23,2025-07-01,94.31,101.46,KAR (TP),755.31,110132.68
TGT,2025-07-22,2025-07-30,104.08,100.76,ZARAR (SL),-322.13,109807.55
TGT,2025-08-12,2025-08-20,103.81,97.46,ZARAR (SL),-614.68,109189.87
TGT,2025-10-28,2025-10-29,95.9,92.95,ZARAR (SL),-310.9,108875.97
SBUX,2024-02-01,2024-04-02,88.64,85.29,ZARAR (SL),-381.36,108490.11
SBUX,2024-06-13,2024-07-01,77.22,74.22,ZARAR (SL),-390.59,108096.53
SBUX,2024-07-31,2024-08-01,75.01,72.28,ZARAR (SL),-367.34,107726.19
SBUX,2024-09-11,2024-09-24,95.07,91.44,ZARAR (SL),-384.87,107338.32
SBUX,2024-10-22,2024-11-22,93.74,99.85,KAR (TP),649.14,107984.45
SBUX,2024-11-25,2024-12-10,99.21,95.62,ZARAR (SL),-364.35,107617.1
SBUX,2025-02-28,2025-03-04,113.43,109.75,ZARAR (SL),-326.81,107287.3
SBUX,2025-05-12,2025-06-06,83.91,88.41,KAR (TP),534.07,107818.36
SBUX,2025-06-24,2025-07-22,90.25,95.61,KAR (TP),591.54,108406.9
SBUX,2025-07-23,2025-07-29,94.61,91.69,ZARAR (SL),-311.59,108092.31
SBUX,2025-10-16,2025-10-31,83.74,80.29,ZARAR (SL),-414.43,107674.88
SBUX,2025-11-12,2025-11-17,86.63,83.69,ZARAR (SL),-342.83,107329.05
SBUX,2025-12-04,2025-12-09,85.0,82.28,ZARAR (SL),-323.0,107003.05
SBUX,2025-12-19,2025-12-23,88.33,83.86,ZARAR (SL),-509.06,106490.99
MDLZ,2024-01-26,2024-02-13,71.57,68.56,ZARAR (SL),-423.55,106064.44
MDLZ,2024-04-23,2024-05-24,67.8,65.45,ZARAR (SL),-349.29,105712.15
MDLZ,2024-07-17,2024-08-02,64.73,68.17,KAR (TP),527.39,106236.55
MDLZ,2024-08-05,2024-09-04,66.56,72.59,KAR (TP),904.11,107137.66
MDLZ,2024-09-20,2024-10-03,71.64,69.07,ZARAR (SL),-361.96,106772.7
MDLZ,2025-02-07,2025-02-19,57.18,60.59,KAR (TP),592.38,107362.08
