Sembol,Alis_Tarihi,Satis_Tarihi,Alis_Fiyati,Satis_Fiyati,Sonuc,Net_PNL,Kasa_Etkisi
GOOGL,2024-04-19,2024-04-26,152.93,170.66,KAR (TP),1156.06,15746.55
GOOGL,2024-04-29,2024-05-17,164.9,174.74,KAR (TP),593.45,16337.0
GOOGL,2024-06-03,2024-06-25,171.87,182.86,KAR (TP),636.33,16970.33
GOOGL,2024-06-28,2024-07-24,180.99,171.53,ZARAR (SL),-525.65,16441.68
GOOGL,2024-09-20,2024-10-30,162.77,173.58,KAR (TP),661.47,17100.15
GOOGL,2024-10-31,2024-11-07,170.25,179.84,KAR (TP),560.38,17657.53
GOOGL,2024-11-14,2024-11-21,174.69,166.78,ZARAR (SL),-455.78,17198.75
GOOGL,2024-12-04,2024-12-10,173.49,184.45,KAR (TP),628.54,17824.29
GOOGL,2024-12-18,2025-01-21,187.67,197.28,KAR (TP),509.21,18330.5
GOOGL,2025-01-22,2025-01-27,197.6,191.06,ZARAR (SL),-333.69,17993.8
GOOGL,2025-05-12,2025-05-19,158.02,166.08,KAR (TP),506.91,18497.71
GOOGL,2025-05-20,2025-05-27,163.53,172.42,KAR (TP),540.97,19035.68
GOOGL,2025-06-27,2025-07-21,178.25,189.81,KAR (TP),645.07,19677.75
GOOGL,2025-08-08,2025-08-28,201.11,211.31,KAR (TP),504.4,20179.15
GOOGL,2025-09-02,2025-09-03,211.02,230.3,KAR (TP),910.65,21086.8
GOOGL,2025-10-22,2025-10-27,251.53,269.09,KAR (TP),695.48,21779.27
GOOGL,2025-11-07,2025-11-19,278.65,292.62,KAR (TP),498.38,22274.66
GOOGL,2025-11-20,2025-11-24,289.26,318.37,KAR (TP),1003.39,23275.05
GOOGL,2025-11-26,2025-12-12,319.74,309.29,ZARAR (SL),-329.85,22942.19
GOOG,2024-03-18,2024-04-01,147.37,155.33,KAR (TP),537.14,23476.33
GOOG,2024-04-04,2024-04-11,150.81,159.59,KAR (TP),579.46,24052.8
GOOG,2024-04-15,2024-04-26,155.17,172.4,KAR (TP),1107.47,25157.27
GOOG,2024-04-29,2024-05-17,166.65,175.97,KAR (TP),556.26,25710.53
GOOG,2024-06-10,2024-06-25,175.51,184.41,KAR (TP),503.71,26211.24
GOOG,2024-06-28,2024-07-10,182.26,191.44,KAR (TP),500.76,26709.0
GOOG,2024-10-25,2024-10-30,166.15,175.26,KAR (TP),544.94,27250.94
GOOG,2024-10-31,2024-11-07,171.83,181.37,KAR (TP),552.33,27800.27
GOOG,2024-11-15,2024-11-22,173.02,165.74,ZARAR (SL),-423.95,27373.31
GOOG,2024-12-04,2024-12-10,175.21,185.81,KAR (TP),601.9,27972.21
GOOG,2024-12-18,2025-01-22,189.41,199.25,KAR (TP),516.59,28485.8
GOOG,2025-01-23,2025-02-05,198.81,192.55,ZARAR (SL),-317.66,28165.14
GOOG,2025-05-12,2025-05-19,159.14,167.41,KAR (TP),516.49,28678.63
GOOG,2025-05-20,2025-05-27,164.87,173.5,KAR (TP),520.83,29196.46
GOOG,2025-06-18,2025-06-20,173.71,167.47,ZARAR (SL),-362.24,28831.22
GOOG,2025-06-30,2025-07-21,177.12,190.85,KAR (TP),772.69,29600.91
GOOG,2025-09-02,2025-09-03,211.66,230.74,KAR (TP),898.46,30496.37
GOOG,2025-10-01,2025-10-10,245.38,237.34,ZARAR (SL),-330.85,30162.52
GOOG,2025-10-22,2025-10-27,252.37,269.75,KAR (TP),686.03,30845.55
GOOG,2025-11-07,2025-11-21,279.52,299.45,KAR (TP),710.26,31552.81
GOOG,2025-11-26,2025-12-15,320.07,309.32,ZARAR (SL),-338.9,31210.91
AMZN,2024-01-30,2024-02-02,159.0,171.81,KAR (TP),802.66,32010.57
AMZN,2024-02-13,2024-03-01,168.64,178.22,KAR (TP),565.07,32572.65
AMZN,2024-03-14,2024-04-11,178.75,189.05,KAR (TP),573.22,33142.87
AMZN,2024-04-12,2024-04-18,186.13,179.22,ZARAR (SL),-374.25,32765.62
AMZN,2024-05-02,2024-05-31,184.72,176.44,ZARAR (SL),-451.25,32311.38
AMZN,2024-06-20,2024-06-27,186.1,197.85,KAR (TP),628.38,32936.76
AMZN,2024-06-28,2024-07-18,193.25,183.75,ZARAR (SL),-494.59,32439.17
AMZN,2024-08-30,2024-09-06,178.5,171.39,ZARAR (SL),-401.32,32034.85
AMZN,2024-09-18,2024-10-07,186.43,180.8,ZARAR (SL),-304.99,31726.86
AMZN,2024-10-29,2024-11-06,190.83,207.09,KAR (TP),849.07,32572.93
AMZN,2024-11-15,2024-12-03,202.61,213.44,KAR (TP),531.52,33101.45
AMZN,2024-12-04,2024-12-11,218.16,230.26,KAR (TP),551.64,33650.09
AMZN,2024-12-18,2025-01-22,220.52,235.01,KAR (TP),654.08,34301.17
AMZN,2025-01-27,2025-02-18,235.42,226.65,ZARAR (SL),-375.53,33922.65
AMZN,2025-05-02,2025-05-12,189.98,208.64,KAR (TP),979.21,34898.86
AMZN,2025-05-15,2025-06-09,205.17,216.98,KAR (TP),572.62,35468.48
AMZN,2025-06-11,2025-07-11,213.2,225.02,KAR (TP),551.41,36016.88
AMZN,2025-07-31,2025-08-01,234.11,214.75,ZARAR (SL),-829.96,35183.92
AMZN,2025-08-14,2025-08-20,230.98,223.81,ZARAR (SL),-313.42,34867.51
AMZN,2025-09-04,2025-09-12,235.68,228.15,ZARAR (SL),-322.5,34542.01
AMZN,2025-10-21,2025-10-31,222.03,244.22,KAR (TP),996.41,35535.42
NVDA,2024-02-20,2024-02-22,69.41,78.49,KAR (TP),1305.24,36837.66
NVDA,2024-03-08,2024-03-12,87.48,91.87,KAR (TP),497.98,37332.64
NVDA,2024-03-13,2024-03-14,90.84,87.9,ZARAR (SL),-326.91,37002.73
NVDA,2024-08-22,2024-08-29,123.69,117.54,ZARAR (SL),-500.01,36499.72
NVDA,2024-09-12,2024-09-18,119.1,113.33,ZARAR (SL),-487.3,36009.41
NVDA,2024-10-07,2024-10-10,127.68,134.76,KAR (TP),552.12,36558.54
NVDA,2024-10-15,2024-10-21,131.55,143.66,KAR (TP),917.21,37472.75
NVDA,2024-11-06,2024-11-18,145.56,140.1,ZARAR (SL),-377.98,37091.77
NVDA,2024-12-04,2024-12-09,145.09,138.77,ZARAR (SL),-438.47,36650.3
NVDA,2025-01-06,2025-01-07,149.39,140.1,ZARAR (SL),-624.7,36022.6
NVDA,2025-01-22,2025-01-24,147.03,142.58,ZARAR (SL),-305.58,35714.02
NVDA,2025-02-26,2025-02-27,131.24,120.12,ZARAR (SL),-850.81,34860.22
NVDA,2025-06-20,2025-06-25,143.83,154.29,KAR (TP),724.15,35581.36
NVDA,2025-07-01,2025-07-09,153.28,162.86,KAR (TP),621.92,36200.28
NVDA,2025-08-01,2025-08-08,173.7,182.68,KAR (TP),513.92,36711.21
NVDA,2025-08-13,2025-08-19,181.57,175.62,ZARAR (SL),-330.66,36377.54
NVDA,2025-09-18,2025-09-30,176.23,186.57,KAR (TP),583.7,36958.24
NVDA,2025-10-10,2025-10-28,183.15,201.02,KAR (TP),972.65,37927.89
NVDA,2025-10-29,2025-11-04,207.03,198.68,ZARAR (SL),-406.3,37518.59
META,2024-01-31,2024-02-02,387.43,471.7,KAR (TP),2171.86,39685.95
META,2024-03-07,2024-03-11,509.18,480.74,ZARAR (SL),-561.39,39121.56
META,2024-04-04,2024-04-17,507.91,491.26,ZARAR (SL),-330.84,38787.72
META,2024-06-05,2024-06-27,492.15,517.02,KAR (TP),502.31,39287.03
META,2024-06-28,2024-07-05,501.75,537.27,KAR (TP),704.83,39988.86
META,2024-07-08,2024-07-11,526.73,510.19,ZARAR (SL),-316.99,39668.87
META,2024-09-17,2024-09-23,534.2,562.18,KAR (TP),520.75,40186.62
META,2024-10-29,2024-10-31,590.94,565.34,ZARAR (SL),-436.18,39747.44
META,2024-12-02,2024-12-06,590.49,621.31,KAR (TP),518.9,40263.34
META,2024-12-17,2024-12-18,617.49,595.31,ZARAR (SL),-362.2,39898.14
META,2025-01-06,2025-01-08,628.22,608.8,ZARAR (SL),-312.11,39583.03
META,2025-01-24,2025-01-30,645.45,684.84,KAR (TP),607.2,40187.24
META,2025-02-19,2025-02-24,701.56,666.03,ZARAR (SL),-509.42,39674.82
META,2025-05-02,2025-05-12,595.67,637.99,KAR (TP),707.36,40379.18
META,2025-06-02,2025-06-24,669.39,711.14,KAR (TP),620.76,40996.94
META,2025-06-26,2025-07-16,725.01,701.86,ZARAR (SL),-322.25,40671.7
META,2025-07-31,2025-08-01,772.29,748.89,ZARAR (SL),-305.93,40362.76
META,2025-08-12,2025-08-19,788.82,750.36,ZARAR (SL),-490.59,39869.17
META,2025-09-16,2025-09-25,777.84,748.3,ZARAR (SL),-382.78,39483.39
META,2025-10-28,2025-10-30,750.83,665.93,ZARAR (SL),-1133.76,38346.63
TSLA,2024-02-26,2024-03-04,199.4,188.14,ZARAR (SL),-567.69,37774.44
TSLA,2024-04-29,2024-04-30,194.05,183.28,ZARAR (SL),-558.01,37213.43
TSLA,2024-05-21,2024-05-22,186.6,180.11,ZARAR (SL),-350.8,36859.62
TSLA,2024-06-13,2024-06-26,182.47,196.37,KAR (TP),758.77,37615.39
TSLA,2024-06-27,2024-07-01,197.42,209.86,KAR (TP),627.13,38239.52
TSLA,2024-08-23,2024-08-26,220.32,213.21,ZARAR (SL),-325.71,37910.81
TSLA,2024-09-05,2024-09-06,230.17,210.73,ZARAR (SL),-847.59,37060.21
TSLA,2024-09-18,2024-09-19,227.2,243.92,KAR (TP),732.92,37790.13
TSLA,2024-09-20,2024-09-24,238.25,254.27,KAR (TP),669.4,38456.53
TSLA,2024-10-02,2024-10-03,249.02,240.66,ZARAR (SL),-338.72,38114.82
TSLA,2024-10-24,2024-10-31,260.48,249.85,ZARAR (SL),-411.09,37700.72
TSLA,2024-11-14,2024-11-18,311.18,338.74,KAR (TP),882.66,38580.38
TSLA,2024-12-20,2024-12-24,421.06,462.28,KAR (TP),975.96,39553.34
TSLA,2025-04-02,2025-04-03,282.76,267.28,ZARAR (SL),-550.46,38999.88
TSLA,2025-04-25,2025-05-06,284.95,275.35,ZARAR (SL),-339.9,38656.98
TSLA,2025-05-30,2025-06-04,346.46,332.05,ZARAR (SL),-418.92,38235.06
TSLA,2025-06-23,2025-06-25,348.68,327.55,ZARAR (SL),-609.0,37623.06
TSLA,2025-07-28,2025-07-31,325.59,308.27,ZARAR (SL),-534.96,37085.1
TSLA,2025-08-11,2025-08-20,339.03,323.9,ZARAR (SL),-449.27,36632.83
TSLA,2025-09-05,2025-09-11,350.84,368.81,KAR (TP),509.2,37139.03
TSLA,2025-10-02,2025-10-10,436.0,413.49,ZARAR (SL),-519.28,36616.74
TSLA,2025-10-23,2025-10-24,448.98,433.72,ZARAR (SL),-342.88,36270.86
TSLA,2025-11-03,2025-11-04,468.37,444.26,ZARAR (SL),-517.76,35750.1
TSLA,2025-12-03,2025-12-15,446.74,475.31,KAR (TP),636.52,36383.62
AVGO,2024-02-08,2024-02-20,124.66,119.94,ZARAR (SL),-381.19,35997.93
AVGO,2024-03-01,2024-03-05,136.82,131.3,ZARAR (SL),-406.24,35588.69
AVGO,2024-03-21,2024-04-17,132.38,125.96,ZARAR (SL),-487.94,35097.75
AVGO,2024-05-15,2024-05-22,141.04,136.72,ZARAR (SL),-308.88,34785.87
AVGO,2024-06-05,2024-06-12,138.77,146.86,KAR (TP),580.26,35363.13
AVGO,2024-06-24,2024-07-03,156.86,170.36,KAR (TP),857.5,36217.63
AVGO,2024-08-22,2024-08-29,159.93,154.6,ZARAR (SL),-336.25,35878.38
AVGO,2024-09-11,2024-09-13,155.92,165.2,KAR (TP),592.19,36467.57
AVGO,2024-09-19,2024-09-26,165.48,176.02,KAR (TP),634.32,37098.89
AVGO,2024-10-15,2024-10-31,173.94,167.8,ZARAR (SL),-355.88,36740.01
AVGO,2024-12-12,2024-12-13,178.56,222.19,KAR (TP),2440.26,39177.27
AVGO,2024-12-20,2024-12-23,218.23,230.27,KAR (TP),548.77,39723.04
AVGO,2025-01-24,2025-01-27,242.51,200.32,ZARAR (SL),-1742.68,37977.36
AVGO,2025-06-06,2025-06-24,245.46,262.82,KAR (TP),704.12,38678.48
AVGO,2025-07-01,2025-07-15,263.78,279.92,KAR (TP),608.92,39284.4
AVGO,2025-07-23,2025-07-30,282.66,301.53,KAR (TP),664.28,39945.68
AVGO,2025-07-31,2025-08-12,292.64,311.7,KAR (TP),648.34,40591.02
AVGO,2025-08-13,2025-08-19,307.97,293.84,ZARAR (SL),-461.77,40126.26
AVGO,2025-09-03,2025-09-05,301.3,333.68,KAR (TP),1071.77,41195.03
AVGO,2025-09-17,2025-09-26,344.92,333.89,ZARAR (SL),-322.69,40869.33
AVGO,2025-10-15,2025-10-22,350.66,339.65,ZARAR (SL),-316.95,40549.38
AVGO,2025-11-24,2025-11-26,377.24,396.81,KAR (TP),515.84,41062.22
AVGO,2025-12-01,2025-12-09,385.34,405.51,KAR (TP),520.47,41579.69
ADBE,2024-01-31,2024-02-15,617.78,590.44,ZARAR (SL),-445.55,41131.14
ADBE,2024-05-10,2024-05-30,482.29,445.87,ZARAR (SL),-758.15,40369.99
ADBE,2024-06-14,2024-06-28,525.31,555.54,KAR (TP),572.47,40939.46
ADBE,2024-09-06,2024-09-13,563.41,536.87,ZARAR (SL),-474.06,40462.4
ADBE,2024-11-06,2024-11-13,504.83,532.5,KAR (TP),545.11,41004.5
ADBE,2024-11-15,2024-12-04,503.37,536.49,KAR (TP),654.97,41656.47
ADBE,2025-02-10,2025-02-27,451.1,437.19,ZARAR (SL),-311.36,41342.11
ADBE,2025-06-02,2025-06-17,403.4,382.68,ZARAR (SL),-516.63,40822.48
ADBE,2025-09-08,2025-09-15,358.66,347.1,ZARAR (SL),-325.31,40494.17
CRM,2024-02-22,2024-02-29,290.12,305.11,KAR (TP),513.6,41003.27
CRM,2024-03-01,2024-03-05,313.08,295.16,ZARAR (SL),-575.14,40425.13
CRM,2024-05-15,2024-05-23,284.46,275.59,ZARAR (SL),-314.96,40107.17
CRM,2024-06-28,2024-07-18,254.35,245.08,ZARAR (SL),-367.25,39736.92
CRM,2024-08-15,2024-08-30,260.38,250.58,ZARAR (SL),-379.35,39354.57
CRM,2024-09-19,2024-10-02,263.96,277.35,KAR (TP),504.16,39855.74
CRM,2024-10-29,2024-11-08,296.61,319.5,KAR (TP),768.52,40621.26
CRM,2024-11-15,2024-11-22,322.78,339.41,KAR (TP),512.28,41130.54
CRM,2024-11-27,2024-12-04,327.5,365.07,KAR (TP),1144.24,42271.77
CRM,2024-12-05,2024-12-10,358.63,346.16,ZARAR (SL),-350.56,41918.22
CRM,2025-01-27,2025-02-06,344.85,328.66,ZARAR (SL),-472.32,41442.9
CRM,2025-05-21,2025-05-23,280.89,271.78,ZARAR (SL),-327.15,41112.75
CRM,2025-06-27,2025-07-10,272.5,263.09,ZARAR (SL),-348.62,40761.13
CRM,2025-09-05,2025-09-10,249.92,241.76,ZARAR (SL),-329.61,40428.52
CRM,2025-10-16,2025-10-21,245.6,262.99,KAR (TP),704.72,41130.25
CMCSA,2024-01-29,2024-02-06,43.42,41.83,ZARAR (SL),-369.51,40756.23
CMCSA,2024-03-11,2024-04-02,41.0,39.66,ZARAR (SL),-329.41,40423.83
CMCSA,2024-05-31,2024-06-10,37.97,36.8,ZARAR (SL),-312.77,40108.06
CMCSA,2024-06-28,2024-07-08,37.15,35.7,ZARAR (SL),-392.24,39712.82
CMCSA,2024-07-22,2024-07-24,37.81,36.43,ZARAR (SL),-367.28,39342.54
CMCSA,2024-09-05,2024-10-14,38.07,40.44,KAR (TP),621.21,39960.75
CMCSA,2024-10-22,2024-10-31,40.04,42.08,KAR (TP),507.23,40464.98
CMCSA,2024-11-01,2024-12-09,41.97,37.63,ZARAR (SL),-1038.36,39423.62
CMCSA,2025-01-27,2025-01-30,37.15,32.31,ZARAR (SL),-1305.64,38114.98
CMCSA,2025-03-04,2025-03-07,34.5,36.53,KAR (TP),585.73,38697.71
CMCSA,2025-03-10,2025-03-13,35.09,33.72,ZARAR (SL),-393.47,38301.24
CMCSA,2025-03-24,2025-04-04,35.56,32.73,ZARAR (SL),-800.07,37498.16
CMCSA,2025-05-27,2025-07-28,34.27,33.18,ZARAR (SL),-321.35,37173.81
CMCSA,2025-08-22,2025-09-12,33.79,32.71,ZARAR (SL),-322.18,36848.63
CMCSA,2025-12-10,2025-12-16,27.58,29.73,KAR (TP),776.55,37622.18
QCOM,2024-01-30,2024-02-01,140.02,135.35,ZARAR (SL),-336.61,37282.57
QCOM,2024-02-12,2024-03-01,146.85,157.23,KAR (TP),703.62,37983.19
QCOM,2024-03-05,2024-03-07,155.65,169.4,KAR (TP),880.87,38861.06
QCOM,2024-03-15,2024-04-09,161.19,169.26,KAR (TP),497.6,39355.66
QCOM,2024-04-12,2024-04-17,165.13,158.41,ZARAR (SL),-409.91,38942.75
QCOM,2024-05-02,2024-05-15,173.63,187.62,KAR (TP),802.66,39742.41
QCOM,2024-06-17,2024-06-20,215.11,208.58,ZARAR (SL),-306.75,39432.66
QCOM,2024-08-29,2024-09-03,164.07,158.02,ZARAR (SL),-371.75,39057.9
QCOM,2024-09-19,2024-09-23,169.23,161.48,ZARAR (SL),-460.68,38594.22
QCOM,2024-10-14,2024-10-16,173.24,166.85,ZARAR (SL),-371.46,38219.77
QCOM,2024-11-06,2024-11-12,168.32,159.0,ZARAR (SL),-556.79,37659.98
QCOM,2024-12-23,2025-01-21,154.78,163.61,KAR (TP),567.65,38224.63
QCOM,2025-01-28,2025-02-21,167.79,161.81,ZARAR (SL),-359.75,37861.88
QCOM,2025-05-02,2025-05-12,137.49,149.59,KAR (TP),877.48,38736.36
QCOM,2025-05-13,2025-05-23,148.82,142.96,ZARAR (SL),-396.82,38336.55
QCOM,2025-06-09,2025-07-31,153.75,145.19,ZARAR (SL),-559.59,37773.96
QCOM,2025-09-02,2025-09-18,157.08,167.28,KAR (TP),646.12,38417.08
QCOM,2025-09-19,2025-10-10,166.0,152.81,ZARAR (SL),-797.73,37616.35
QCOM,2025-10-28,2025-11-04,180.11,171.96,ZARAR (SL),-455.41,37157.94
TXN,2024-02-26,2024-03-07,155.95,166.36,KAR (TP),664.68,37818.13
TXN,2024-03-12,2024-03-18,165.91,160.61,ZARAR (SL),-322.79,37492.33
TXN,2024-04-24,2024-05-07,165.92,174.63,KAR (TP),521.95,38011.28
TXN,2024-05-29,2024-07-16,186.33,197.53,KAR (TP),597.79,38606.07
TXN,2024-07-19,2024-08-02,190.34,180.38,ZARAR (SL),-526.34,38076.73
TXN,2024-08-20,2024-08-30,194.89,206.24,KAR (TP),579.6,38653.33
TXN,2024-09-03,2024-10-21,194.2,188.37,ZARAR (SL),-303.25,38347.08
TXN,2024-10-31,2024-11-06,196.77,208.21,KAR (TP),578.31,38922.39
TXN,2024-11-18,2024-11-20,200.67,191.96,ZARAR (SL),-436.92,38482.47
TXN,2025-01-15,2025-01-16,191.3,181.48,ZARAR (SL),-516.39,37963.08
TXN,2025-02-27,2025-03-11,186.65,173.03,ZARAR (SL),-732.74,37227.34
TXN,2025-05-22,2025-06-04,177.33,187.68,KAR (TP),580.21,37804.54
TXN,2025-07-21,2025-07-23,211.15,183.28,ZARAR (SL),-1322.85,36478.7
TXN,2025-09-02,2025-09-04,198.04,185.63,ZARAR (SL),-629.6,35846.1
AMGN,2024-01-29,2024-02-07,294.67,278.14,ZARAR (SL),-563.85,35277.75
AMGN,2024-03-26,2024-04-04,266.95,253.99,ZARAR (SL),-488.5,34786.25
AMGN,2024-05-01,2024-05-03,262.79,294.92,KAR (TP),1219.92,36003.16
AMGN,2024-06-24,2024-07-17,303.56,320.28,KAR (TP),547.68,36547.85
AMGN,2024-07-31,2024-08-07,317.23,298.17,ZARAR (SL),-603.65,35941.19
AMGN,2024-09-03,2024-09-06,317.55,307.99,ZARAR (SL),-304.05,35634.14
AMGN,2024-09-16,2024-09-25,322.12,300.59,ZARAR (SL),-671.14,34960.0
AMGN,2024-10-31,2024-11-12,307.61,287.12,ZARAR (SL),-668.92,34288.08
AMGN,2025-01-21,2025-02-03,266.15,279.76,KAR (TP),508.63,34793.71
AMGN,2025-02-07,2025-02-24,284.29,302.38,KAR (TP),633.45,35424.16
AMGN,2025-03-04,2025-04-04,304.79,287.41,ZARAR (SL),-573.16,34847.99
AMGN,2025-06-20,2025-06-23,284.97,268.33,ZARAR (SL),-586.76,34258.23
AMGN,2025-07-22,2025-07-31,301.08,290.65,ZARAR (SL),-349.43,33905.8
AMGN,2025-10-01,2025-11-05,296.39,317.59,KAR (TP),712.58,34615.38
AMGN,2025-11-06,2025-11-11,313.36,336.05,KAR (TP),721.36,35333.74
AMGN,2025-12-04,2025-12-05,340.16,329.89,ZARAR (SL),-304.92,35025.82
INTC,2024-03-01,2024-03-07,43.37,45.67,KAR (TP),528.72,35551.54
INTC,2024-03-08,2024-03-15,43.55,42.2,ZARAR (SL),-312.09,35236.45
INTC,2024-03-27,2024-04-03,43.32,39.91,ZARAR (SL),-788.93,34444.52
INTC,2024-07-05,2024-07-08,31.82,33.78,KAR (TP),612.24,35053.76
INTC,2024-07-11,2024-07-24,33.29,31.5,ZARAR (SL),-540.31,34510.45
INTC,2024-08-30,2024-09-03,22.04,20.1,ZARAR (SL),-883.22,33624.23
INTC,2024-09-16,2024-09-23,20.91,22.56,KAR (TP),786.1,34407.33
INTC,2024-10-29,2024-10-31,22.9,21.52,ZARAR (SL),-605.62,33798.71
INTC,2024-11-11,2024-11-12,25.05,24.16,ZARAR (SL),-358.29,33437.42
INTC,2024-11-25,2024-11-26,24.87,24.05,ZARAR (SL),-332.72,33101.7
INTC,2025-01-17,2025-01-24,21.49,20.83,ZARAR (SL),-310.12,32788.58
INTC,2025-02-11,2025-02-12,20.97,22.48,KAR (TP),717.08,33502.66
INTC,2025-03-03,2025-03-04,22.74,21.33,ZARAR (SL),-623.05,32876.61
INTC,2025-03-17,2025-03-19,25.69,24.12,ZARAR (SL),-614.13,32259.48
INTC,2025-05-12,2025-05-19,22.18,21.38,ZARAR (SL),-363.69,31892.79
INTC,2025-06-18,2025-06-27,21.49,22.69,KAR (TP),555.4,32445.19
INTC,2025-07-02,2025-07-08,21.88,23.59,KAR (TP),778.54,33220.73
INTC,2025-08-18,2025-08-19,23.66,25.31,KAR (TP),694.38,33912.1
INTC,2025-08-20,2025-08-22,23.54,24.8,KAR (TP),532.26,34441.36
INTC,2025-08-25,2025-09-18,24.55,30.57,KAR (TP),2449.14,36887.5
INTC,2025-10-24,2025-10-28,38.28,41.53,KAR (TP),846.01,37730.51
INTC,2025-11-28,2025-12-02,40.56,43.47,KAR (TP),714.46,38441.96
INTC,2025-12-03,2025-12-04,43.76,40.5,ZARAR (SL),-747.97,37690.99
CSCO,2024-03-21,2024-04-16,47.46,45.97,ZARAR (SL),-317.46,37370.54
CSCO,2024-05-14,2024-05-20,46.96,45.21,ZARAR (SL),-374.81,36992.73
CSCO,2024-07-12,2024-08-05,45.84,43.28,ZARAR (SL),-560.2,36429.53
CSCO,2024-08-15,2024-09-16,46.95,49.37,KAR (TP),512.15,36938.68
CSCO,2024-09-19,2024-10-11,49.77,52.89,KAR (TP),623.86,37559.54
CSCO,2024-10-29,2024-11-11,54.28,57.16,KAR (TP),526.81,38083.36
CSCO,2024-11-14,2025-01-21,56.46,59.9,KAR (TP),605.75,38686.11
CSCO,2025-02-03,2025-02-14,59.91,63.67,KAR (TP),624.46,39307.56
CSCO,2025-02-25,2025-03-10,63.08,60.91,ZARAR (SL),-346.86,38957.7
CSCO,2025-05-30,2025-06-20,62.29,65.53,KAR (TP),517.31,39472.01
CSCO,2025-06-23,2025-08-08,66.58,71.36,KAR (TP),715.57,40184.58
CSCO,2025-08-11,2025-08-15,70.25,65.8,ZARAR (SL),-635.52,39546.06
CSCO,2025-09-17,2025-10-21,67.31,70.72,KAR (TP),503.06,40046.12
CSCO,2025-10-28,2025-11-13,72.62,77.38,KAR (TP),652.47,40695.59
CSCO,2025-11-14,2025-11-20,78.0,75.44,ZARAR (SL),-331.2,40361.38
VZ,2024-05-13,2024-05-29,36.74,35.44,ZARAR (SL),-358.21,39998.67
VZ,2024-06-24,2024-07-22,37.32,36.01,ZARAR (SL),-352.84,39642.84
VZ,2024-08-02,2024-09-10,37.74,40.21,KAR (TP),651.14,40290.98
VZ,2024-09-11,2024-10-22,40.35,38.83,ZARAR (SL),-380.2,39907.77
VZ,2024-12-04,2024-12-16,39.78,38.25,ZARAR (SL),-388.7,39516.07
