Sembol,Alis_Tarihi,Satis_Tarihi,Alis_Fiyati,Satis_Fiyati,Sonuc,Net_PNL,Kasa_Etkisi
JPM,2025-05-30,2025-06-23,261.46,275.6,KAR (TP),537.53,56310.09
JPM,2025-07-08,2025-07-25,281.41,297.18,KAR (TP),557.15,56864.24
JPM,2025-07-31,2025-08-07,294.81,285.55,ZARAR (SL),-316.93,56544.31
JPM,2025-08-12,2025-09-15,291.43,307.41,KAR (TP),545.06,57086.37
JPM,2025-09-16,2025-10-17,307.69,297.56,ZARAR (SL),-332.36,56751.02
JPM,2025-11-13,2025-11-18,309.48,299.41,ZARAR (SL),-328.38,56419.63
JPM,2025-12-03,2025-12-09,312.13,300.51,ZARAR (SL),-375.28,56041.35
V,2024-01-31,2024-03-14,269.27,282.76,KAR (TP),497.77,56534.62
V,2024-03-15,2024-04-04,279.43,270.51,ZARAR (SL),-322.39,56209.23
V,2024-05-08,2024-06-27,273.66,263.68,ZARAR (SL),-367.61,55838.62
V,2024-09-19,2024-09-24,282.69,270.34,ZARAR (SL),-439.82,55395.8
V,2024-10-29,2024-11-06,279.36,304.65,KAR (TP),902.35,56295.15
V,2024-11-07,2024-12-24,303.07,318.39,KAR (TP),502.55,56794.69
V,2025-01-23,2025-02-03,325.9,343.38,KAR (TP),533.55,57325.24
V,2025-02-21,2025-03-11,346.65,330.35,ZARAR (SL),-473.26,56848.98
V,2025-05-27,2025-06-18,357.96,339.11,ZARAR (SL),-529.58,56316.4
V,2025-07-24,2025-08-01,352.65,338.08,ZARAR (SL),-416.03,55897.37
V,2025-09-17,2025-09-25,345.52,334.27,ZARAR (SL),-328.53,55565.84
V,2025-10-23,2025-11-10,345.28,334.19,ZARAR (SL),-324.14,55238.7
MA,2024-02-21,2024-03-19,454.52,479.22,KAR (TP),540.51,55774.72
MA,2024-03-21,2024-04-04,483.82,465.13,ZARAR (SL),-389.17,55382.54
MA,2024-07-03,2024-07-10,444.37,430.59,ZARAR (SL),-313.09,55066.45
MA,2024-07-17,2024-07-24,447.99,429.41,ZARAR (SL),-417.71,54645.74
MA,2024-07-31,2024-08-05,460.45,438.89,ZARAR (SL),-471.18,54171.56
MA,2024-09-05,2024-10-11,474.0,499.39,KAR (TP),532.61,54701.17
MA,2024-10-28,2024-12-11,505.31,531.4,KAR (TP),513.32,55211.49
MA,2024-12-16,2025-01-06,527.28,509.01,ZARAR (SL),-349.59,54858.9
MA,2025-01-21,2025-01-30,525.82,563.61,KAR (TP),715.67,55571.57
MA,2025-02-25,2025-03-07,561.63,544.45,ZARAR (SL),-309.01,55259.56
MA,2025-04-30,2025-05-12,546.6,576.73,KAR (TP),548.22,55804.77
MA,2025-05-21,2025-06-18,568.02,537.29,ZARAR (SL),-543.96,55257.81
MA,2025-07-31,2025-08-22,565.72,598.17,KAR (TP),570.55,55825.37
MA,2025-08-26,2025-09-23,590.83,569.22,ZARAR (SL),-368.78,55453.58
MA,2025-10-21,2025-10-29,572.03,554.58,ZARAR (SL),-308.05,55142.53
MA,2025-12-02,2025-12-22,545.91,575.7,KAR (TP),542.7,55682.22
BAC,2024-01-30,2024-02-01,33.16,31.98,ZARAR (SL),-359.42,55319.8
BAC,2024-02-15,2024-03-07,32.47,34.2,KAR (TP),528.55,55845.35
BAC,2024-04-04,2024-04-12,35.44,34.35,ZARAR (SL),-309.07,55533.29
BAC,2024-04-22,2024-05-21,36.21,38.06,KAR (TP),505.88,56036.17
BAC,2024-05-28,2024-07-09,37.74,40.0,KAR (TP),595.15,56628.31
BAC,2024-07-15,2024-07-16,40.45,42.61,KAR (TP),531.73,57157.05
BAC,2024-07-22,2024-07-31,40.85,38.93,ZARAR (SL),-473.45,56680.6
BAC,2024-09-04,2024-09-06,39.11,37.67,ZARAR (SL),-370.24,56307.36
BAC,2024-09-09,2024-10-11,38.36,40.77,KAR (TP),625.32,56929.68
BAC,2024-10-30,2024-11-06,41.12,44.14,KAR (TP),729.69,57656.37
BAC,2024-11-07,2024-11-25,43.51,46.17,KAR (TP),606.78,58260.16
BAC,2025-01-08,2025-02-21,45.16,43.8,ZARAR (SL),-305.96,57951.19
BAC,2025-05-30,2025-06-23,43.4,45.81,KAR (TP),550.56,58498.75
BAC,2025-06-27,2025-08-01,46.62,45.17,ZARAR (SL),-312.85,58182.9
BAC,2025-08-18,2025-08-27,47.41,49.84,KAR (TP),510.36,58690.26
BAC,2025-09-08,2025-09-18,49.2,51.86,KAR (TP),536.83,59224.09
BAC,2025-09-19,2025-10-01,51.98,50.42,ZARAR (SL),-303.48,58917.61
BAC,2025-10-15,2025-10-16,52.01,50.18,ZARAR (SL),-354.95,58559.66
BAC,2025-10-24,2025-12-12,52.3,55.14,KAR (TP),540.38,59097.04
WFC,2024-01-26,2024-02-06,47.98,46.37,ZARAR (SL),-339.01,58753.53
WFC,2024-02-15,2024-02-27,49.97,52.63,KAR (TP),529.28,59279.81
WFC,2024-03-20,2024-04-19,55.02,57.95,KAR (TP),529.29,59806.1
WFC,2024-04-25,2024-06-06,57.55,55.75,ZARAR (SL),-314.72,59488.38
WFC,2024-06-28,2024-07-12,57.36,54.6,ZARAR (SL),-482.88,59002.5
WFC,2024-07-16,2024-08-01,58.18,54.93,ZARAR (SL),-560.77,58438.73
WFC,2024-09-05,2024-09-06,55.33,52.55,ZARAR (SL),-505.99,57929.74
WFC,2024-09-19,2024-09-25,54.3,52.17,ZARAR (SL),-395.47,57531.27
WFC,2025-01-14,2025-01-15,69.68,74.33,KAR (TP),665.63,58193.9
WFC,2025-01-16,2025-02-05,74.33,78.35,KAR (TP),536.83,58727.73
WFC,2025-02-10,2025-02-25,77.8,74.75,ZARAR (SL),-394.91,58329.82
WFC,2025-05-21,2025-06-23,72.38,76.16,KAR (TP),518.93,58845.75
WFC,2025-06-26,2025-07-25,79.08,83.39,KAR (TP),542.27,59385.02
WFC,2025-08-27,2025-09-05,82.07,78.55,ZARAR (SL),-432.09,58949.93
WFC,2025-09-09,2025-09-22,80.34,84.71,KAR (TP),541.82,59488.76
WFC,2025-10-14,2025-12-03,84.12,89.35,KAR (TP),619.02,60104.77
GS,2024-01-30,2024-03-21,370.17,398.65,KAR (TP),766.56,60868.33
GS,2024-04-22,2024-05-06,402.16,427.52,KAR (TP),627.65,61492.98
GS,2024-05-23,2024-07-10,441.47,464.25,KAR (TP),512.95,62002.92
GS,2024-07-11,2024-07-30,464.58,490.21,KAR (TP),548.72,62548.64
GS,2024-07-31,2024-08-02,493.47,456.25,ZARAR (SL),-757.18,61788.46
GS,2024-09-19,2024-10-03,491.32,474.03,ZARAR (SL),-354.9,61430.56
GS,2024-10-09,2024-11-06,492.64,581.18,KAR (TP),1794.38,63221.94
GS,2024-11-07,2024-12-18,567.71,539.24,ZARAR (SL),-504.47,62714.47
GS,2025-01-15,2025-01-23,593.8,626.71,KAR (TP),551.2,63262.67
GS,2025-05-21,2025-06-11,584.47,617.78,KAR (TP),566.9,63826.56
GS,2025-06-16,2025-06-24,621.43,655.34,KAR (TP),542.67,64366.24
GS,2025-07-16,2025-08-13,701.57,737.07,KAR (TP),503.05,64866.29
GS,2025-08-22,2025-09-11,734.3,780.86,KAR (TP),631.07,65494.36
GS,2025-09-30,2025-10-10,792.42,760.59,ZARAR (SL),-404.71,65086.65
GS,2025-11-13,2025-11-17,801.53,771.73,ZARAR (SL),-374.69,64708.95
GS,2025-11-25,2025-12-05,798.36,854.56,KAR (TP),700.91,65406.87
MS,2024-02-16,2024-03-20,81.98,86.58,KAR (TP),557.69,65960.06
MS,2024-03-21,2024-04-11,88.52,82.3,ZARAR (SL),-705.35,65251.71
MS,2024-07-01,2024-07-11,94.85,100.09,KAR (TP),549.64,65798.35
MS,2024-07-19,2024-08-02,97.65,92.51,ZARAR (SL),-529.77,65265.58
MS,2024-09-03,2024-09-26,95.81,100.95,KAR (TP),533.92,65796.5
MS,2024-11-26,2024-12-10,127.7,123.34,ZARAR (SL),-345.02,65448.48
MS,2025-01-15,2025-01-17,126.99,134.11,KAR (TP),557.71,66003.19
MS,2025-01-21,2025-02-21,133.56,128.96,ZARAR (SL),-347.77,65652.41
MS,2025-05-21,2025-06-06,123.68,130.12,KAR (TP),517.35,66166.76
MS,2025-06-18,2025-06-26,130.81,137.95,KAR (TP),542.58,66706.34
MS,2025-07-15,2025-08-13,139.76,146.87,KAR (TP),505.27,67208.61
MS,2025-08-15,2025-09-09,143.75,151.3,KAR (TP),521.79,67727.4
MS,2025-09-16,2025-10-24,154.87,162.87,KAR (TP),513.65,68238.05
MS,2025-11-07,2025-12-03,162.36,173.72,KAR (TP),696.68,68931.73
MS,2025-12-18,2025-12-24,172.96,181.65,KAR (TP),499.43,69428.16
SPY,2024-01-31,2024-02-22,471.23,495.26,KAR (TP),506.86,69932.01
SPY,2024-02-29,2024-06-05,495.82,523.39,KAR (TP),553.04,70482.05
SPY,2024-06-12,2024-08-05,529.94,508.1,ZARAR (SL),-415.12,70063.93
SPY,2024-09-03,2024-10-11,542.18,570.93,KAR (TP),527.32,70588.24
SPY,2024-10-15,2025-01-23,571.13,602.67,KAR (TP),549.32,71134.56
SPY,2025-01-31,2025-03-04,594.83,570.16,ZARAR (SL),-417.74,70713.82
SPY,2025-05-21,2025-06-26,577.83,608.38,KAR (TP),525.75,71236.57
SPY,2025-06-27,2025-08-27,611.4,642.94,KAR (TP),512.85,71746.42
SPY,2025-08-29,2025-10-24,641.37,675.25,KAR (TP),525.29,72268.71
SPY,2025-10-29,2025-11-17,685.36,663.71,ZARAR (SL),-318.98,71946.74
BLK,2024-02-07,2024-03-04,760.57,798.64,KAR (TP),497.44,72439.68
BLK,2024-03-21,2024-03-25,810.9,786.01,ZARAR (SL),-309.99,72126.69
BLK,2024-06-28,2024-07-12,763.19,802.59,KAR (TP),513.31,72637.0
BLK,2024-07-15,2024-07-30,797.73,845.84,KAR (TP),600.07,73234.07
BLK,2024-09-03,2024-09-19,859.26,911.58,KAR (TP),605.87,73836.94
BLK,2024-09-20,2024-10-11,905.65,965.59,KAR (TP),658.83,74492.77
BLK,2024-10-17,2024-11-11,977.52,1027.58,KAR (TP),509.12,74998.89
BLK,2024-11-19,2025-01-07,1002.49,961.06,ZARAR (SL),-416.31,74579.57
BLK,2025-01-29,2025-02-03,1031.47,993.39,ZARAR (SL),-372.18,74204.39
BLK,2025-05-21,2025-06-25,958.49,1008.39,KAR (TP),517.56,74718.95
BLK,2025-06-26,2025-07-09,1020.98,1078.39,KAR (TP),559.29,75275.24
BLK,2025-07-15,2025-07-17,1036.2,1094.86,KAR (TP),563.07,75835.31
BLK,2025-07-18,2025-08-12,1093.08,1148.57,KAR (TP),504.62,76336.93
BLK,2025-08-13,2025-08-21,1148.99,1114.04,ZARAR (SL),-307.13,76026.8
BLK,2025-08-26,2025-09-03,1128.95,1089.02,ZARAR (SL),-356.66,75667.14
BLK,2025-09-17,2025-10-14,1126.3,1188.48,KAR (TP),549.05,76213.19
BLK,2025-10-15,2025-10-17,1196.76,1155.54,ZARAR (SL),-347.51,75862.68
SCHW,2024-02-15,2024-03-05,63.17,66.56,KAR (TP),533.9,76392.08
SCHW,2024-03-08,2024-03-21,65.65,70.23,KAR (TP),693.74,77082.83
SCHW,2024-04-10,2024-04-23,69.49,73.53,KAR (TP),577.87,77657.7
SCHW,2024-05-14,2024-05-23,75.58,70.94,ZARAR (SL),-616.73,77037.97
SCHW,2024-06-24,2024-07-16,73.08,66.12,ZARAR (SL),-955.64,76079.33
SCHW,2024-08-14,2024-09-06,64.35,61.93,ZARAR (SL),-379.38,75696.96
SCHW,2024-09-19,2024-10-15,63.76,70.85,KAR (TP),1108.8,76802.75
SCHW,2024-11-06,2024-11-07,74.58,72.04,ZARAR (SL),-343.6,76456.16
SCHW,2024-11-08,2024-11-11,73.01,76.91,KAR (TP),531.51,76984.66
SCHW,2024-11-13,2024-11-26,77.3,81.25,KAR (TP),508.18,77489.85
SCHW,2024-12-09,2024-12-16,80.52,77.0,ZARAR (SL),-440.98,77045.86
SCHW,2025-02-10,2025-02-27,80.19,77.74,ZARAR (SL),-308.47,76734.39
SCHW,2025-04-01,2025-04-03,76.99,74.21,ZARAR (SL),-363.5,76367.89
SCHW,2025-05-29,2025-07-07,87.27,92.08,KAR (TP),548.5,76913.4
SCHW,2025-07-16,2025-07-21,90.75,95.71,KAR (TP),543.79,77454.18
SCHW,2025-07-25,2025-09-05,96.51,91.79,ZARAR (SL),-492.42,76958.76
SCHW,2025-10-15,2025-11-20,94.06,90.49,ZARAR (SL),-382.84,76572.92
SCHW,2025-12-03,2025-12-19,93.99,98.82,KAR (TP),510.88,77080.8
C,2024-01-30,2024-02-05,53.56,51.61,ZARAR (SL),-365.56,76712.25
C,2024-03-14,2024-03-20,54.07,56.95,KAR (TP),529.49,77238.74
C,2024-04-03,2024-04-12,58.42,56.52,ZARAR (SL),-328.82,76906.92
C,2024-04-23,2024-06-11,59.35,56.49,ZARAR (SL),-484.29,76419.63
C,2024-06-28,2024-07-10,60.62,63.98,KAR (TP),551.68,76968.31
C,2024-07-12,2024-08-02,61.63,56.13,ZARAR (SL),-895.75,76069.56
C,2024-09-04,2024-09-06,58.79,56.99,ZARAR (SL),-309.76,75756.8
C,2024-09-19,2024-09-25,60.78,58.23,ZARAR (SL),-421.91,75331.89
C,2024-10-11,2024-10-15,63.4,60.41,ZARAR (SL),-474.56,74854.33
C,2024-10-16,2024-10-21,61.97,59.63,ZARAR (SL),-379.65,74471.68
C,2024-10-22,2024-11-06,61.3,67.17,KAR (TP),953.91,75422.59
C,2024-11-07,2024-12-05,66.27,70.28,KAR (TP),601.9,76021.5
C,2025-01-06,2025-01-15,70.78,76.16,KAR (TP),757.24,76775.74
C,2025-02-06,2025-02-21,80.66,78.04,ZARAR (SL),-328.52,76444.22
C,2025-05-30,2025-06-23,74.38,78.37,KAR (TP),533.38,76974.6
C,2025-08-01,2025-08-27,90.69,96.3,KAR (TP),615.22,77586.81
C,2025-09-02,2025-09-15,94.22,99.2,KAR (TP),525.59,78109.41
C,2025-09-17,2025-10-02,101.16,96.76,ZARAR (SL),-437.36,77669.05
C,2025-11-07,2025-11-20,100.79,97.63,ZARAR (SL),-316.52,77349.53
C,2025-12-03,2025-12-15,106.72,112.8,KAR (TP),566.72,77913.24
AXP,2024-01-26,2024-02-09,197.56,208.39,KAR (TP),545.08,78455.32
AXP,2024-03-15,2024-04-19,214.26,227.3,KAR (TP),605.61,79057.94
AXP,2024-04-22,2024-06-11,229.23,220.9,ZARAR (SL),-366.52,78688.42
AXP,2024-07-19,2024-08-02,239.17,229.21,ZARAR (SL),-419.7,78265.72
AXP,2024-08-21,2024-08-29,243.04,256.4,KAR (TP),546.74,78809.45
AXP,2024-09-03,2024-09-06,250.94,240.83,ZARAR (SL),-406.05,78400.4
AXP,2024-09-09,2024-09-17,247.6,261.89,KAR (TP),574.08,78971.48
AXP,2024-09-19,2024-10-16,265.19,278.68,KAR (TP),505.5,79473.98
AXP,2024-10-17,2024-10-18,282.73,273.84,ZARAR (SL),-317.58,79153.41
AXP,2024-11-06,2024-11-18,292.01,282.5,ZARAR (SL),-328.93,78821.48
AXP,2024-12-09,2024-12-18,293.56,284.71,ZARAR (SL),-304.29,78514.19
AXP,2025-01-06,2025-01-21,299.36,315.3,KAR (TP),529.33,79040.52
AXP,2025-01-27,2025-02-12,313.78,303.85,ZARAR (SL),-319.67,78717.85
AXP,2025-04-09,2025-04-10,261.04,245.65,ZARAR (SL),-592.65,78122.2
AXP,2025-05-21,2025-06-06,284.56,300.95,KAR (TP),572.87,78692.08
AXP,2025-06-18,2025-06-26,294.93,309.85,KAR (TP),503.04,79192.12
AXP,2025-06-27,2025-07-21,315.59,302.2,ZARAR (SL),-427.2,78761.92
AXP,2025-09-03,2025-09-18,322.89,340.81,KAR (TP),551.82,79310.74
AXP,2025-09-19,2025-10-01,340.26,327.73,ZARAR (SL),-371.2,78936.54
AXP,2025-10-14,2025-10-21,332.85,355.22,KAR (TP),669.07,79602.61
AXP,2025-10-22,2025-11-11,352.0,370.16,KAR (TP),512.91,80112.52
CB,2024-02-29,2024-04-24,246.75,239.05,ZARAR (SL),-315.08,79792.94
CB,2024-05-20,2024-06-28,259.83,251.79,ZARAR (SL),-312.5,79477.44
CB,2024-07-17,2024-08-29,264.02,278.34,KAR (TP),539.49,80013.93
CB,2024-09-11,2024-10-17,280.67,298.94,KAR (TP),647.81,80658.74
CB,2024-10-18,2024-10-25,298.71,285.17,ZARAR (SL),-456.16,80199.58
CB,2024-11-26,2024-12-09,285.66,274.61,ZARAR (SL),-389.86,79806.72
CB,2025-02-24,2025-03-03,271.66,287.81,KAR (TP),591.28,80395.0
CB,2025-03-04,2025-03-27,282.3,297.36,KAR (TP),530.31,80922.31
CB,2025-03-28,2025-04-04,295.45,279.74,ZARAR (SL),-534.64,80384.67
CB,2025-05-15,2025-06-18,291.07,282.15,ZARAR (SL),-309.48,80072.19
CB,2025-09-02,2025-10-16,276.81,268.23,ZARAR (SL),-312.96,79756.23
CB,2025-10-23,2025-11-21,282.94,298.29,KAR (TP),539.52,80292.75
CB,2025-11-24,2025-12-15,295.81,312.61,KAR (TP),564.93,80854.68
MMC,2024-01-31,2024-02-22,188.72,198.86,KAR (TP),534.56,81384.73
MMC,2024-02-29,2024-06-18,196.92,207.82,KAR (TP),550.53,81932.27
MMC,2024-06-25,2024-07-30,207.33,218.12,KAR (TP),517.05,82446.32
MMC,2024-08-01,2024-08-05,220.26,212.11,ZARAR (SL),-373.42,82069.9
MMC,2024-09-05,2024-10-07,224.04,216.32,ZARAR (SL),-347.47,81719.44
MMC,2024-10-17,2024-10-31,223.35,214.81,ZARAR (SL),-385.51,81330.92
MMC,2024-11-08,2024-12-09,221.82,214.74,ZARAR (SL),-322.05,81005.88
MMC,2025-01-16,2025-02-07,212.89,224.66,KAR (TP),549.88,81552.76
MMC,2025-03-06,2025-04-07,233.56,221.78,ZARAR (SL),-507.17,81042.59
MMC,2025-05-16,2025-06-09,229.37,220.57,ZARAR (SL),-386.34,80653.25
MMC,2025-08-28,2025-09-10,205.52,197.88,ZARAR (SL),-374.54,80275.72
MMC,2025-10-15,2025-10-16,203.85,186.48,ZARAR (SL),-855.1,79417.62
AON,2024-01-26,2024-02-28,297.59,313.77,KAR (TP),540.73,79953.85
AON,2024-02-29,2024-03-27,312.12,329.7,KAR (TP),560.31,80511.16
AON,2024-04-03,2024-04-11,320.5,307.19,ZARAR (SL),-418.14,80090.02
AON,2024-06-06,2024-06-17,282.89,297.05,KAR (TP),497.51,80584.53
AON,2024-06-25,2024-07-26,289.93,319.81,KAR (TP),1027.67,81609.19
AON,2024-08-15,2024-09-04,328.86,345.82,KAR (TP),512.6,82118.79
AON,2024-09-11,2024-10-25,342.1,372.5,KAR (TP),885.63,83001.42
AON,2024-10-28,2024-11-25,368.8,387.38,KAR (TP),500.84,83499.27
AON,2024-12-03,2024-12-09,383.25,365.69,ZARAR (SL),-461.04,83035.23
AON,2025-01-17,2025-02-06,363.97,383.11,KAR (TP),522.75,83554.98
AON,2025-03-05,2025-03-17,402.38,389.34,ZARAR (SL),-326.95,83225.03
AON,2025-05-29,2025-06-09,366.15,353.09,ZARAR (SL),-359.75,82862.28
AON,2025-07-24,2025-08-20,355.86,374.0,KAR (TP),506.66,83365.93
AON,2025-08-26,2025-09-16,369.0,356.57,ZARAR (SL),-339.86,83023.08
CME,2024-02-08,2024-02-14,191.27,201.75,KAR (TP),545.04,83563.62
CME,2024-02-22,2024-04-09,204.4,197.72,ZARAR (SL),-329.42,83231.19
CME,2024-04-22,2024-05-01,203.1,196.11,ZARAR (SL),-346.88,82881.31
CME,2024-05-09,2024-05-29,201.33,194.06,ZARAR (SL),-364.41,82513.9
CME,2024-08-02,2024-08-27,189.43,201.34,KAR (TP),626.03,83136.93
CME,2024-09-03,2024-10-01,201.57,214.67,KAR (TP),646.98,83780.91
CME,2024-10-07,2024-11-26,211.29,223.35,KAR (TP),567.96,84345.87
CME,2024-12-02,2025-02-03,224.52,236.15,KAR (TP),515.25,84858.12
CME,2025-02-04,2025-03-03,238.0,252.08,KAR (TP),588.68,85443.8
CME,2025-03-04,2025-03-17,247.27,259.93,KAR (TP),509.08,85949.88
CME,2025-03-19,2025-04-04,261.8,250.94,ZARAR (SL),-417.74,85529.15
CME,2025-05-21,2025-06-09,277.84,265.85,ZARAR (SL),-434.65,85091.5
CME,2025-07-08,2025-08-28,273.06,264.28,ZARAR (SL),-324.45,84764.05
CME,2025-09-30,2025-10-06,268.95,260.85,ZARAR (SL),-304.27,84456.78
CME,2025-10-08,2025-11-11,263.72,277.56,KAR (TP),521.65,84975.43
CME,2025-11-13,2025-11-19,282.24,271.24,ZARAR (SL),-392.72,84579.71
CME,2025-11-20,2025-12-10,273.96,265.11,ZARAR (SL),-326.02,84250.7
ICE,2024-01-31,2024-02-08,124.37,131.0,KAR (TP),530.26,84777.96
ICE,2024-02-13,2024-04-16,131.28,127.29,ZARAR (SL),-306.8,84468.15
ICE,2024-05-15,2024-05-28,135.1,131.0,ZARAR (SL),-306.91,84158.25
ICE,2024-06-05,2024-07-09,132.62,140.07,KAR (TP),558.02,84713.26
ICE,2024-07-31,2024-08-23,149.01,157.32,KAR (TP),554.53,85264.8
ICE,2024-09-11,2024-11-01,157.3,152.47,ZARAR (SL),-310.36,84951.43
ICE,2024-12-02,2024-12-17,156.06,151.08,ZARAR (SL),-322.46,84625.97
ICE,2025-01-21,2025-01-27,150.02,159.03,KAR (TP),597.45,85220.42
ICE,2025-02-27,2025-04-04,168.93,155.42,ZARAR (SL),-802.52,84414.9
ICE,2025-05-21,2025-06-30,173.25,182.41,KAR (TP),526.02,84937.92
ICE,2025-07-24,2025-08-18,182.52,176.92,ZARAR (SL),-310.22,84624.7
ICE,2025-12-02,2025-12-12,154.9,162.72,KAR (TP),502.28,85123.98
PGR,2024-02-13,2024-02-22,178.2,187.6,KAR (TP),524.79,85644.27
PGR,2024-02-29,2024-03-13,185.52,195.48,KAR (TP),534.03,86175.3
PGR,2024-04-17,2024-06-12,204.76,198.22,ZARAR (SL),-322.43,85849.87
PGR,2024-06-18,2024-07-17,206.35,216.84,KAR (TP),504.94,86351.81
PGR,2024-07-18,2024-07-22,219.95,211.89,ZARAR (SL),-369.54,85979.27
PGR,2024-07-23,2024-08-14,211.5,229.56,KAR (TP),851.1,86827.37
PGR,2024-09-19,2024-10-07,250.09,240.61,ZARAR (SL),-382.3,86442.07
PGR,2024-11-06,2024-12-09,253.57,242.9,ZARAR (SL),-423.87,86015.2
PGR,2025-01-21,2025-02-11,240.73,257.27,KAR (TP),684.11,86696.31
PGR,2025-03-07,2025-04-04,279.5,257.44,ZARAR (SL),-792.38,85900.93
PGR,2025-05-12,2025-06-09,280.03,271.09,ZARAR (SL),-322.0,85575.93
PGR,2025-08-13,2025-09-22,249.09,241.05,ZARAR (SL),-325.65,85247.29
ALL,2024-02-07,2024-03-25,152.36,163.26,KAR (TP),712.64,85955.43
ALL,2024-04-18,2024-05-23,163.4,158.46,ZARAR (SL),-305.17,85647.26
ALL,2024-07-25,2024-08-01,160.71,172.35,KAR (TP),721.31,86365.57
ALL,2024-08-02,2024-08-05,171.81,164.23,ZARAR (SL),-444.13,85918.44
ALL,2024-08-15,2024-08-28,173.06,181.76,KAR (TP),499.5,86414.94
ALL,2024-09-05,2024-10-16,181.38,191.04,KAR (TP),529.41,86941.34
ALL,2024-10-17,2024-10-25,190.9,183.68,ZARAR (SL),-380.99,86557.36
ALL,2024-11-08,2024-11-26,192.26,202.97,KAR (TP),554.14,87108.49
ALL,2025-02-06,2025-02-21,188.19,182.09,ZARAR (SL),-327.16,86778.33
ALL,2025-02-28,2025-03-17,195.32,207.09,KAR (TP),599.66,87374.99
ALL,2025-03-20,2025-04-04,207.17,183.89,ZARAR (SL),-1126.32,86245.67
ALL,2025-05-14,2025-06-02,197.71,209.59,KAR (TP),597.73,86840.39
ALL,2025-06-03,2025-06-09,208.23,198.85,ZARAR (SL),-453.65,86383.75
ALL,2025-07-23,2025-08-06,195.72,207.01,KAR (TP),573.89,86954.64
ALL,2025-08-20,2025-08-21,211.57,204.57,ZARAR (SL),-333.96,86617.68
ALL,2025-09-04,2025-09-05,207.35,200.58,ZARAR (SL),-329.41,86285.27
ALL,2025-09-19,2025-10-16,205.07,193.96,ZARAR (SL),-544.64,85737.63
ALL,2025-12-01,2025-12-05,210.0,202.27,ZARAR (SL),-371.1,85363.53
MET,2024-01-29,2024-02-01,66.31,61.59,ZARAR (SL),-715.05,84643.98
MET,2024-02-12,2024-03-13,65.12,69.03,KAR (TP),598.02,85239.0
MET,2024-03-14,2024-04-15,68.3,65.96,ZARAR (SL),-345.14,84890.86
MET,2024-05-31,2024-06-06,69.28,67.05,ZARAR (SL),-324.96,84562.9
MET,2024-07-10,2024-07-16,68.57,72.43,KAR (TP),561.09,85120.99
MET,2024-08-01,2024-08-02,72.55,67.55,ZARAR (SL),-691.84,84426.15
MET,2024-09-06,2024-09-17,71.49,75.55,KAR (TP),563.95,84987.11
MET,2024-09-18,2024-10-04,76.48,81.11,KAR (TP),601.42,85585.52
MET,2024-10-09,2024-10-31,81.59,75.68,ZARAR (SL),-726.92,84855.6
MET,2024-12-03,2024-12-09,83.31,79.96,ZARAR (SL),-404.31,84448.29
MET,2025-01-08,2025-01-10,80.49,77.99,ZARAR (SL),-313.31,84131.98
MET,2025-01-13,2025-01-17,79.6,84.34,KAR (TP),591.55,84720.54
MET,2025-01-22,2025-02-13,83.34,80.53,ZARAR (SL),-340.19,84377.35
MET,2025-03-21,2025-03-28,80.55,77.49,ZARAR (SL),-383.04,83991.31
MET,2025-05-07,2025-05-12,75.61,79.45,KAR (TP),505.21,84493.52
MET,2025-05-21,2025-07-30,76.75,73.69,ZARAR (SL),-402.23,84088.29
MET,2025-08-12,2025-08-22,76.01,80.91,KAR (TP),640.94,84726.23
MET,2025-09-05,2025-11-06,78.94,75.97,ZARAR (SL),-379.22,84344.01
MET,2025-11-13,2025-11-17,79.47,75.53,ZARAR (SL),-498.78,83842.23
AIG,2024-01-31,2024-03-04,66.63,70.14,KAR (TP),523.54,84362.77
AIG,2024-03-05,2024-03-21,70.86,74.56,KAR (TP),519.05,84878.82
AIG,2024-04-04,2024-04-11,73.79,71.44,ZARAR (SL),-322.76,84553.06
AIG,2024-05-20,2024-06-05,75.88,73.1,ZARAR (SL),-369.8,84180.26
AIG,2024-07-22,2024-08-02,73.67,69.69,ZARAR (SL),-543.22,83634.04
AIG,2024-10-07,2024-10-14,71.7,75.58,KAR (TP),537.47,84168.5
AIG,2024-10-28,2024-11-12,75.44,72.89,ZARAR (SL),-341.15,83824.35
AIG,2025-01-14,2025-02-12,71.07,75.25,KAR (TP),585.24,84406.59
AIG,2025-02-18,2025-02-27,73.88,78.02,KAR (TP),557.56,84961.15
AIG,2025-03-04,2025-03-17,78.18,82.54,KAR (TP),555.0,85513.16
AIG,2025-03-19,2025-04-04,82.3,77.67,ZARAR (SL),-565.99,84944.16
AIG,2025-05-09,2025-06-06,81.07,85.92,KAR (TP),595.23,85536.39
AIG,2025-06-09,2025-07-11,83.8,80.88,ZARAR (SL),-351.54,85181.85
AIG,2025-08-26,2025-09-05,81.67,78.34,ZARAR (SL),-411.09,84767.76
AIG,2025-10-15,2025-10-16,80.84,76.62,ZARAR (SL),-524.78,84239.98
AIG,2025-11-13,2025-11-19,77.94,75.36,ZARAR (SL),-334.84,83902.14
AIG,2025-12-05,2025-12-10,76.63,80.66,KAR (TP),522.77,84421.91
PNC,2024-03-04,2024-03-14,144.16,139.24,ZARAR (SL),-344.49,84074.42
PNC,2024-03-21,2024-04-12,147.98,142.68,ZARAR (SL),-360.98,83710.44
